slug,state,type,total_cameras,data_retention_days,organization_count,receiving_organization_count,public_search_audit,data_last_updated,source
round-lake-park-il-pd,IL,PD,6,30,240,,True,2026-08-26T22:07:13.424Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
round-rock-tx-pd,TX,PD,41,30,1442,,False,2026-08-26T09:36:19.038Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
roxboro-nc-pd,NC,PD,6,30,229,,True,2026-08-26T08:19:32.700Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
saginaw-tx-pd-,TX,PD,20,30,,,False,2026-08-26T19:04:30.262Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
saint-croix-falls-wi-pd,WI,PD,3,30,,,False,2026-08-26T12:21:32.830Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
saint-johns-az-pd,AZ,PD,16,30,,,False,2026-08-26T21:04:55.871Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
saint-louis-park-mn-pd,MN,PD,16,30,41,37,True,2026-08-26T08:42:23.926Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-bernardino-ca-pd,CA,PD,28,30,286,,True,2026-08-26T11:22:19.511Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-bruno-ca-pd,CA,PD,70,30,327,,True,2026-08-26T21:04:26.732Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-diego-ca-pd,CA,PD,,30,0,,False,2026-08-26T18:51:39.682Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-francisco-ca-pd,CA,PD,483,365,315,,False,2026-08-26T08:50:07.115Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-gabriel-ca-pd,CA,PD,20,30,299,,True,2026-08-26T20:55:58.911Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-joaquin-county-ca-so,CA,SD,58,365,320,,True,2026-08-26T21:02:46.205Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-jose-ca-pd,CA,PD,502,30,307,,False,2026-08-26T19:44:33.522Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-juan-bautista-ca-,CA,PD,9,30,10,,True,2026-08-26T19:25:43.727Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-leandro-pd-ca,CA,PD,86,30,329,297,True,2026-08-26T14:23:34.398Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-marcos-tx-pd,TX,PD,3,30,,,False,2026-08-26T21:43:17.150Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-marino-ca-pd,CA,PD,40,365,99,,False,2026-08-26T20:21:48.267Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-mateo-ca-pd,CA,PD,66,30,6,,True,2026-08-26T11:45:41.165Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-mateo-county-ca-so,CA,SD,109,30,278,,False,2026-08-26T16:26:37.106Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
san-rafael-ca-pd,CA,PD,22,30,20,,False,2026-08-26T16:58:14.142Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
santa-ana-ca-pd,CA,PD,24,365,213,,False,2026-08-26T19:29:52.674Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
santa-barbara-pd-ca,CA,PD,12,30,0,,True,2026-08-20T21:46:27.248Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
santa-clara-ca-pd,CA,PD,54,30,354,,True,2026-08-26T09:29:30.467Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
santa-clara-county-ca-so,CA,SD,69,30,0,,True,2026-06-28T15:16:55.044Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
santa-cruz-ca-pd,CA,PD,0,30,214,,True,2026-08-26T14:32:20.998Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
santa-paula-ca-pd,CA,PD,12,30,53,,False,2026-08-26T13:46:40.555Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
santa-rosa-ca-pd,CA,PD,147,30,314,276,True,2026-08-26T16:52:33.936Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
saratoga-ca-pd,CA,PD,0,,,,False,2026-08-26T12:52:39.227Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
saratoga-springs-ny-pd,NY,PD,12,30,1159,291,True,2026-08-26T08:49:08.136Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sarpy-county-ne-so,NE,SD,30,30,1216,,False,2026-08-26T19:35:39.527Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sartell-mn-pd,MN,PD,8,30,0,,False,2026-08-26T23:57:20.126Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sausalito-ca-pd,CA,PD,12,30,287,,False,2026-08-26T23:40:10.562Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
savannah-ga-pd,GA,PD,105,30,1710,930,True,2026-08-26T21:44:53.254Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sc-college-of-charleston-department-of-public-safety,SC,PD,0,,0,,True,2026-08-26T19:11:09.923Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
scottsbluff-ne-pd,NE,PD,8,30,658,,False,2026-08-26T23:20:58.467Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
scottsville-va-pd,VA,PD,4,21,131,,True,2026-08-26T17:11:39.892Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
seaside-ca-pd,CA,PD,30,30,347,,False,2026-08-26T14:42:42.786Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
seatac-wa-pd,WA,PD,27,21,4,,False,2026-08-26T20:59:06.372Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
seelyville-in-pd,IN,PD,2,30,,,False,2026-08-26T20:00:30.258Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
selah-wa-pd,WA,PD,16,21,80,,False,2026-08-26T12:36:37.466Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sequoias-community-college-district-ca-pd,CA,PD,22,30,315,,False,2026-08-26T11:04:04.872Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sevierville-tn-pd,TN,PD,17,30,2161,,True,2026-08-26T17:23:05.566Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sharon-wi-pd,WI,PD,3,30,169,361,False,2026-08-26T23:53:09.147Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sharpsburg-nc-pd,NC,PD,3,30,91,,True,2026-08-26T10:29:11.459Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
shasta-county-so,CA,SD,24,30,130,,False,2026-08-26T18:56:39.962Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sheffield-village-oh-pd,OH,PD,16,30,419,,False,2026-08-26T11:29:33.284Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
shelby-county-in-so,IN,SD,12,30,,,False,2026-08-26T16:36:26.223Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
shelby-county-tn-so,TN,SD,178,30,2237,,False,2026-08-26T08:00:54.909Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
shelby-township-mi-pd,MI,PD,63,30,2593,1270,True,2026-08-26T14:12:10.480Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
shelton-pd-wa,WA,PD,12,21,71,,False,2026-08-26T16:47:16.738Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
shenandoah-county-va-so,VA,SD,10,21,,,False,2026-08-26T20:06:47.895Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
shenandoah-va-pd,VA,PD,4,21,,,False,2026-08-20T23:21:25.235Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sherwood-ar-pd,AR,PD,16,30,1624,2026,True,2026-08-26T17:14:46.051Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
shrewsbury-mo-pd,MO,PD,8,30,,,True,2026-08-26T22:01:24.820Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sidney-oh-pd,OH,PD,19,30,2292,,True,2026-08-26T17:34:37.506Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
siloam-springs-ar-pd,AR,PD,5,30,140,77,True,2026-08-26T12:54:46.034Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
simi-valley-ca-pd,CA,PD,26,30,330,,True,2026-08-26T12:04:56.298Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sioux-city-ia-pd,IA,PD,12,30,,,False,2026-08-27T00:25:57.719Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sioux-falls-sd-pd,SD,PD,34,30,,,False,2026-08-26T12:54:15.049Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
skamania-co-wa-so,WA,SD,0,7,,,True,2026-08-26T14:34:24.806Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
slinger-wi-pd,WI,PD,5,30,2076,,True,2026-08-26T15:02:23.064Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
smithfield-nc-pd,NC,PD,8,30,,,False,2026-07-22T11:28:07.812Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
smithfield-ri-pd,RI,PD,2,30,,,False,2026-08-26T17:39:14.001Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
smithfield-va-pd,VA,PD,17,21,151,,True,2026-08-26T23:24:38.832Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
smyth-county-va-so,VA,SD,4,21,,,False,2026-08-26T13:23:50.555Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
snohomish-county-wa-so-,WA,SD,8,21,10,70,True,2026-08-26T10:00:08.529Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
solano-county-ca-so,CA,SD,48,30,335,,True,2026-08-26T17:14:16.061Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
south-gate-ca-pd,CA,PD,10,30,81,103,True,2026-08-26T21:57:47.831Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
south-pasadena-ca-pd,CA,PD,13,15,319,,False,2026-08-26T21:26:10.644Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
south-saint-paul-mn-pd,MN,PD,9,30,0,,False,2026-08-26T21:17:56.696Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
south-san-francisco-ca-pd,CA,PD,37,30,16,,True,2026-08-26T22:00:23.918Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
south-sioux-city-ne-pd-,NE,PD,35,30,,,False,2026-08-26T09:05:11.019Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
south-tucson-az-pd,AZ,PD,10,30,3,55,True,2026-08-26T14:03:52.969Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
southern-shores-nc-pd,NC,PD,12,30,,,False,2026-08-26T10:20:21.627Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
spanish-fork-ut-pd,UT,PD,8,30,,,False,2026-08-26T10:47:25.590Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sparks-nv-pd,NV,PD,61,30,,,False,2026-08-26T17:03:24.104Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
spring-lake-park-mn-pd,MN,PD,2,30,54,,True,2026-08-26T12:33:03.217Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
springdale-oh-pd,OH,PD,12,30,,,False,2026-08-26T16:34:22.183Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
springfield-il-pd,IL,PD,141,30,,,False,2026-08-26T12:37:11.047Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
springfield-mo-pd,MO,PD,41,30,1715,2150,False,2026-08-26T16:54:06.662Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
springfield-or-pd,OR,PD,0,30,18,,True,2026-08-26T10:37:33.536Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
st-anthony-id-pd-,ID,PD,10,30,158,48,True,2026-08-26T10:39:04.842Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
st-clairsville-oh-pd-,OH,PD,4,30,,,False,2026-08-26T10:53:39.812Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
st-cloud-mn-pd,MN,PD,5,7,0,,False,2026-08-26T23:22:31.796Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
st-francois-county-mo-so,MO,SD,14,30,2105,,True,2026-08-26T10:40:42.303Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
st-helena-ca-pd,CA,PD,4,30,29,,True,2026-08-27T00:00:24.152Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
st-joseph-mo-pd,MO,PD,23,30,222,,False,2026-08-26T09:04:39.005Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
st-louis-county-mn-so,MN,SD,10,30,35,,True,2026-08-26T19:32:05.205Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
st-lucie-county-fl-so,FL,SD,45,30,,,False,2026-08-26T19:48:30.335Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
st-pauls-nc-pd,NC,PD,4,30,218,,True,2026-08-26T10:16:14.763Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
stanford-university-ca-pd,CA,PD,5,30,0,,False,2026-08-26T20:22:20.872Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
stanwood-wa-pd,WA,PD,12,21,14,52,True,2026-08-26T18:11:23.127Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
staunton-va-pd,VA,PD,,,,,False,2026-08-26T14:47:19.030Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sterling-heights-mi-pd,MI,PD,24,30,0,,False,2026-08-26T08:20:02.715Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sterling-il-pd,IL,PD,11,30,,,False,2026-08-26T10:54:43.881Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
stillwater-mn-pd,MN,PD,18,30,808,,False,2026-08-26T14:37:31.525Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
stockton-ca-pd,CA,PD,147,30,322,,True,2026-08-26T14:31:57.333Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
storey-county-nv-so,NV,SD,7,30,95,,True,2026-08-26T17:46:27.790Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
story-county-ia-so,IA,SD,2,30,1,,True,2026-08-26T18:23:27.086Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
stow-ma-pd,MA,PD,1,15,0,,True,2026-07-22T12:32:37.222Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
strasburg-va-pd,VA,PD,5,21,116,159,False,2026-08-26T16:52:01.405Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
suffolk-va-pd,VA,PD,268,21,168,,False,2026-08-26T16:25:34.528Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sugar-grove-il-pd-,IL,PD,7,30,,,False,2026-08-26T15:02:29.030Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
suisun-city-ca-pd-,CA,PD,29,30,344,229,True,2026-08-26T20:54:50.338Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sullivans-island-sc-pd,SC,PD,,7,,,False,2026-08-26T10:27:03.744Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sultan-wa-pd,WA,PD,6,21,14,11,True,2026-08-26T18:18:08.920Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
summerset-sd-pd,SD,PD,5,30,,,False,2026-08-26T11:02:01.054Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sumner-wa-pd,WA,PD,12,21,79,,True,2026-08-26T14:03:21.044Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sumpter-twp-mi-pd,MI,PD,4,30,195,,True,2026-08-26T14:44:15.447Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sun-prairie-wi-pd,WI,PD,9,30,189,,False,2026-08-26T20:01:00.604Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sunnyvale-ca-pd,CA,PD,20,30,27,,False,2026-08-26T23:29:15.931Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sunriver-or-pd,OR,PD,4,30,0,,False,2026-08-26T16:41:07.102Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sunset-valley-tx-pd,TX,PD,11,30,443,,False,2026-08-26T14:13:44.750Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
surfside-beach-sc-pd,SC,PD,14,30,1471,,True,2026-08-26T23:47:55.350Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sutter-county-ca-so,CA,SD,23,30,256,253,True,2026-08-26T10:18:51.121Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
sylvania-oh-pd,OH,PD,16,30,2031,,False,2026-08-26T09:41:26.896Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tabor-city-nc-pd,NC,PD,1,30,143,,True,2026-08-26T22:18:03.948Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tarleton-state-university-tx-pd-,TX,PD,8,30,,,False,2026-08-26T20:39:25.428Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
taylor-mi-pd,MI,PD,77,30,,,True,2026-08-26T16:20:54.487Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
taylor-tx-pd-,TX,PD,8,30,15,,False,2026-08-26T13:05:11.141Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
temple-ga-pd,GA,PD,4,30,1264,,True,2026-08-26T15:48:43.024Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
temple-tx-pd,TX,PD,192,30,1201,,True,2026-08-26T18:54:12.616Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
temple-university-campus-pa-pd,PA,PD,7,30,,,False,2026-08-26T17:05:26.675Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tewksbury-ma-pd,MA,PD,21,30,,,False,2026-08-26T09:49:42.255Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
texarkana-tx-pd,TX,PD,11,30,1791,,True,2026-08-26T21:07:00.895Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
the-colony-tx-pd,TX,PD,21,30,486,,False,2026-08-26T08:02:03.687Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
thomasville-ga-pd,GA,PD,42,30,1068,,False,2026-08-26T11:49:23.016Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
thornton-co-pd,CO,PD,16,30,1520,,True,2026-08-27T00:09:24.445Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tiburon-ca-pd,CA,PD,10,30,211,,False,2026-08-26T11:01:24.221Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
timberville-va-pd,VA,PD,5,21,145,150,True,2026-08-26T12:42:50.629Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tipp-city-oh-pd,OH,PD,,30,2309,,False,2026-08-27T00:36:24.732Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tiverton-ri-pd,RI,PD,2,30,503,,False,2026-08-26T13:27:28.323Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tompkins-county-ny-so,NY,SD,30,30,8,,True,2026-05-13T14:59:15.456Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tonawanda-town-ny-pd,NY,PD,13,365,,,False,2026-08-26T08:31:59.909Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
toppenish-wa-pd,WA,PD,25,21,,,False,2026-08-26T13:08:48.240Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
town-of-connelley-springs-nc,NC,PD,4,30,1831,,True,2026-08-26T12:13:42.695Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
town-of-woodside-ca-smcso,CA,SD,27,60,3,,False,2026-08-26T15:47:37.103Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tracy-ca-pd,CA,PD,137,30,365,,True,2026-08-26T16:43:44.761Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
trophy-club-tx-pd,TX,PD,10,30,485,,False,2026-08-26T09:53:54.320Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
trotwood-oh-pd,OH,PD,,30,,,False,2026-08-26T12:08:01.798Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
troy-mi-pd-,MI,PD,27,30,190,,False,2026-08-26T13:45:40.414Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
troy-oh-pd,OH,PD,13,30,,,False,2026-08-26T20:24:23.225Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
truckee-ca-pd,CA,PD,25,30,5,,False,2026-08-27T00:09:48.587Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
trumansburg-village-ny-pd,NY,PD,4,30,,,True,2026-08-26T23:36:00.571Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tucson-az-pd,AZ,PD,,,,,False,2026-08-26T11:35:46.183Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tukwila-wa-pd,WA,PD,29,21,81,,True,2026-08-26T22:51:50.465Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tulare-ca-pd-,CA,PD,8,30,300,,True,2026-08-26T16:44:13.892Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tulsa-ok-pd,OK,PD,,30,,,False,2026-08-26T13:35:13.987Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
twin-falls-id-pd,ID,PD,40,30,,,False,2026-08-26T14:09:35.023Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tx-hallettsville-pd,TX,PD,9,30,,,False,2026-08-26T11:12:20.689Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
tx-liberty-pd,TX,PD,9,30,327,511,True,2026-08-26T22:45:00.515Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
ukiah-pd-ca,CA,PD,14,30,321,,False,2026-08-26T13:25:55.232Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
union-city-ca-pd,CA,PD,20,30,305,,False,2026-08-26T18:03:38.104Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
union-county-sc-so,SC,SD,22,30,,,False,2026-08-26T09:32:38.842Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
union-county-sd-so-,SD,SD,4,30,24,429,True,2026-08-26T16:12:33.749Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
universal-city-pd-tx,TX,PD,12,30,463,,False,2026-08-26T08:55:50.355Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
university-city-mo-pd,MO,PD,,30,,,True,2026-08-26T19:03:57.955Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
university-of-arizona-campus-az-pd,AZ,PD,58,30,62,59,False,2026-08-26T16:33:21.032Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
university-of-colorado-boulder-campus-pd-co,CO,PD,12,30,,,False,2026-08-26T09:01:34.105Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
university-of-illinois-at-urbanachampaign-il-pd,IL,PD,20,30,423,,False,2026-08-26T11:33:15.478Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
university-of-iowa-pd-ia,IA,PD,29,30,,,False,2026-08-26T13:51:21.871Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
university-of-louisiana-at-lafayette-pd,LA,PD,50,30,,,False,2026-08-26T13:07:49.984Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
university-of-minnesota-mn-pd-twin-cities,MN,PD,14,30,,,True,2026-08-26T14:05:56.016Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
university-of-texas-at-dallas-tx-pd,TX,PD,13,30,517,366,True,2026-08-26T23:03:12.316Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
university-of-wisconsin-madison-wi-pd,WI,PD,8,30,164,448,True,2026-08-26T08:46:00.070Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
upland-ca-pd-,CA,PD,12,30,317,,False,2026-08-26T19:42:53.122Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
urbandale-ia-pd,IA,PD,28,30,91,,True,2026-08-26T22:32:03.544Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
ut-cedar-city-pd,UT,PD,44,30,,,False,2026-08-26T09:55:28.331Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
va-george-mason-university-campus-pd,VA,PD,29,21,,,False,2026-08-26T16:28:38.491Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
vacaville-ca-pd,CA,PD,260,30,120,,False,2026-08-26T10:32:57.568Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
vallejo-ca-pd,CA,PD,97,30,30,306,False,2026-08-26T18:10:54.300Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
vanderburgh-county-in-so-,IN,SD,48,7,2206,,False,2026-08-26T22:39:19.972Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
ventura-ca-pd,CA,PD,23,30,362,,True,2026-03-05T15:24:40.768Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
ventura-county-ca-so,CA,SD,147,365,59,,False,2026-08-26T14:08:02.501Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
vernon-hills-il-pd,IL,PD,34,30,,,False,2026-08-26T17:31:20.837Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
vienna-va-pd,VA,PD,4,21,,,False,2026-08-26T18:44:11.334Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
village-of-bloomingdale-il-pd,IL,PD,17,30,444,,False,2026-08-26T20:14:00.052Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
village-of-pingree-grove-il-pd,IL,PD,14,30,336,1106,True,2026-08-26T21:07:32.755Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
visalia-ca-pd,CA,PD,13,30,307,,True,2026-08-26T21:47:27.662Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wadsworth-oh-pd,OH,PD,15,30,,,False,2026-08-26T10:53:10.341Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
walla-walla-wa-pd,WA,PD,0,30,,,False,2026-08-26T22:25:19.103Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
waltham-ma-pd-,MA,PD,,30,94,,False,2026-08-26T17:38:39.926Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
warr-acres-ok-pd,OK,PD,6,30,,,False,2026-08-26T16:15:37.657Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
warren-county-oh-so,OH,SD,23,30,,,False,2026-08-26T15:14:22.537Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
warren-county-va-so,VA,SD,5,21,,,False,2026-08-26T12:53:41.796Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
